id_gpu,partition_gpu,id_occurrence,code_insee_commune,nature_zone,portee_geometrique,statut_verification_finale,nom_document,communes,type_piece_source,lien_web_document,reference_type,reference_precise,zone_reglementaire_mentionnee,extrait_significatif,contexte_documentaire,confiance_extrait,justification,nature_occurrence,nature_juridique_piece,nature_sonore_zone,ocr_utilise,ocr_confiance,validation_manuelle_statut,validation_manuelle_commentaire
95d3871caefe158c101a466ab9e91c5b,DU_246700488,11_246700488_orientations_amenagement_1_20260206.pdf,,occurrence_locale,zone_specifique,corrigé,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_1_20260206.pdf,page,page 306,OAP intercommunale : « PORTE DE HAUSBERGEN »,"Ces espaces verts peuvent être épaissis, notamment en façade Sud-Est entre la VLIO et les secteurs résidentiels du Prévert et de la rue Marcel Pagnol, pour accueillir par exemple des jardins familiaux et des espaces de jeux de plein air et pour constituer une protection phonique par rapport aux nuisances sonores émises par la VLIO.","…e grand paysage. Ces espaces verts peuvent être épaissis, notamment en façade Sud-Est entre la VLIO et les secteurs résidentiels du Prévert et de la rue Marcel Pagnol, pour accueillir par exemple des jardins familiaux et des espaces de jeux de plein air et pour constituer une protection phonique par Ces espaces verts peuvent être épaissis, notamment en façade Sud-Est entre la VLIO et les secteurs résidentiels du Prévert et de la rue Marcel Pagnol, pour accueillir par exemple des jardins familiaux et des espaces de jeux de plein air et pour constituer une protection phonique par rapport aux nuisances sonores émises par la VLIO. L'espace paysagé central de l'allée Saint-Sauveur le Vicomte sera prolongé afin d'assurer une continuité urbaine et paysagère avec l'urbanisation déjà existante. Il sera prolongé jusqu'au chemin rural en limite de zone et accueillera un cheminement doux. La voie à créer sur la façade Sud-Est du sect…",forte,"Le passage recommande d'épaissir les espaces verts en façade Sud-Est pour constituer une protection phonique contre les nuisances sonores de la VLIO, au bénéfice des secteurs résidentiels avoisinants. Il s'agit d'une règle d'aménagement urbain (espaces verts/plantations) visant à protéger l'urbanisation existante du bruit, ce qui relève bien du périmètre diagBruit et non d'un simple renvoi au classement sonore.",recommandation,opposable en compatibilité,lutte_bruit_existant,False,,corrigé,Les espaces verts doivent etre utilisés pour limiter les nuisances sonores de la VLIO
95d3871caefe158c101a466ab9e91c5b,DU_246700488,12_246700488_orientations_amenagement_1_20260206.pdf,,occurrence_locale,zone_specifique,corrigé,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_1_20260206.pdf,page,page 312,"OAP Intercommunale ""SECTEUR DE LA ZONE D’ACTIVITÉ INTERCOMMUNALE DES MARÉCHAUX""","En complément des exigences d’isolation phonique des constructions, la composition globale ainsi que les formes urbaines (implantation et hauteur du bâti) pourront également être conçues de manière à limiter les nuisances sonores.","…a être aménagée. Elle devra être dimensionnée de façon à permettre la circulation des poids lourds. Concernant les modes actifs, l'optimisation des cheminements piétons-cycles sera recherchée pour relier la ZA vers les coeurs de villages. Il s'agira d'aménager une bande cyclable le long de la rue du En complément des exigences d’isolation phonique des constructions, la composition globale ainsi que les formes urbaines (implantation et hauteur du bâti) pourront également être conçues de manière à limiter les nuisances sonores. d’aménagement intégrera cette contrainte. En complément des exigences d’isolation phonique des constructions, la composition globale ainsi que les formes urbaines (implantation et hauteur du bâti) pourront également être conçues de manière à limiter les nuisances sonores. 3.1.3. Intégration qualitat…",forte,"Le passage concerne une zone d'aménagement urbain (ZA) exposée au bruit d'une voie ferrée, et prescrit des mesures allant au-delà de la simple isolation phonique standard : la composition urbaine, l'implantation et la hauteur des bâtiments doivent être conçues pour limiter les nuisances sonores. Cela dépasse le simple renvoi à l'isolement acoustique réglementaire lié au classement sonore, et constitue donc une règle autonome relevant du périmètre diagBruit. La portée est limitée à la zone spécifique concernée par cette nuisance (partie Est de la ZA, le long de la voie ferrée).",prescription,opposable en compatibilité,lutte_bruit_existant,False,,corrigé,tout projet d'aménagemen ou de constructipojn doit intégrer la contrainte sonore de la voie ferrée à l'Est de la rue du Dépot ; l'aire des gens du voyage doit etre protéger des bruits (par un merlon par exemple)
95d3871caefe158c101a466ab9e91c5b,DU_246700488,12_246700488_orientations_amenagement_2_20260206.pdf,,occurrence_locale,zone_specifique,corrigé,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page,page 278,OAP Communale COMMUNE DE MUNDOLSHEIM : « SECTEUR À L’OUEST DE LA RUE DES FLORALIES »,"Cette zone est soumise aux nuisances sonores liées à la présence de la voie ferrée à l'Ouest. La réussite de ce futur quartier tiendra en grande partie à la prise en compte, en amont, de ces nuisances. Afin de limiter les impacts négatifs, il est possible d’agir sur la composition globale (maillage des voies, ouvertures et fermetures visuelles, ...) et sur les formes urbaines (implantation du bâti, hauteur du bâti,...). Au-delà des préconisations citées ci-dessus, des dispositions en matière de construction pourront également répondre à cet aspect (isolation phonique,…).","…ISATION VIAIRE Une voie d'accès, permettant de desservir la zone, devra être créée sous forme de bouclage se connectant sur la rue des Floralies à l'Est. Elle sera traitée en zone 30 / zone de rencontre. Concernant les modes actifs, l'optimisation des cheminements piétons-cycles sera recherchée pour Cette zone est soumise aux nuisances sonores liées à la présence de la voie ferrée à l'Ouest. La réussite de ce futur quartier tiendra en grande partie à la prise en compte, en amont, de ces nuisances. Afin de limiter les impacts négatifs, il est possible d’agir sur la composition globale (maillage des voies, ouvertures et fermetures visuelles, ...) et sur les formes urbaines (implantation du bâti, hauteur du bâti,...). Au-delà des préconisations citées ci-dessus, des dispositions en matière de construction pourront également répondre à cet aspect (isolation phonique,…). ouvertures et fermetures visuelles, ...) et sur les formes urbaines (implantation du bâti, hauteur du bâti,...). Au-delà des préconisations citées ci-dessus, des dispositions en matière de construction pourront également répondre à cet aspect (isolation phonique,…). 3.3. INTÉGRATION QUALITATIVE DE L…",forte,"Le passage identifie une zone d'OAP soumise aux nuisances sonores de la voie ferrée et recommande d'agir sur la composition urbaine (maillage des voies, implantation et hauteur du bâti) et éventuellement sur l'isolation phonique des constructions pour limiter ces impacts. Il s'agit d'une règle autonome, distincte du classement sonore réglementaire, portant sur l'aménagement et les bâtiments de cette zone spécifique du projet urbain.",recommandation,opposable en compatibilité,lutte_bruit_existant,False,,corrigé,
95d3871caefe158c101a466ab9e91c5b,DU_246700488,13_246700488_orientations_amenagement_2_20260206.pdf,,occurrence_locale,zone_specifique,corrigé,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page,page 332,OAP Communale COMMUNE DE OSTWALD : « SECTEUR SUD-OUEST »,"assureront la mixité urbaine et sociale recherchée. 3.4. LES HAUTEURS DES CONSTRUCTIONS Les hauteurs les plus importantes se trouveront le long de la voie ferrée et à proximité de la gare, et le long de la liaison Est-Ouest la plus proche du futur passage sur la voie ferrée. Elles permettront, entre autre, une protection contre le bruit du trafic ferroviaire ou routier. La façade ferroviaire sera traitée qualitativement, en tant qu'entrée de ville Sud par le train.","…ueillir plusieurs fonctions urbaines : de l'habitat principalement, des activités non nuisantes comme des bureaux, services et commerces de proximité qui permettront de créer un quartier vivant. Des formes urbaines variées dans l'habitat (petits collectifs, habitat dense intermédiaire ou individuel) assureront la mixité urbaine et sociale recherchée. 3.4. LES HAUTEURS DES CONSTRUCTIONS Les hauteurs les plus importantes se trouveront le long de la voie ferrée et à proximité de la gare, et le long de la liaison Est-Ouest la plus proche du futur passage sur la voie ferrée. Elles permettront, entre autre, une protection contre le bruit du trafic ferroviaire ou routier. La façade ferroviaire sera traitée qualitativement, en tant qu'entrée de ville Sud par le train. Les hauteurs des bâtiments seront étudiées de manière à avoir de véritables qualités de protection acoustique. Dans une moindre mesure, le long de la voie structurante (rue E. Bugatti/Allée du Bohrie), les hauteurs devront prendre en compte le trafic de cette voie importante. Des typologies de bâti…",forte,"Le passage établit une règle de hauteur des bâtiments pour assurer une protection acoustique contre le bruit ferroviaire et routier, ce qui concerne directement la conception des bâtiments (et non uniquement l'infrastructure de transport elle-même). La règle s'applique à des secteurs géographiques précis de l'OAP (le long de la voie ferrée, près de la gare, le long de la liaison Est-Ouest, et dans une moindre mesure le long de la voie structurante), donc portée zone_specifique.",recommandation,opposable en compatibilité,autre,False,,corrigé,"Les batiments le long de la voie ferrée et à proximité de la gare, et le long de la liaison Est-Ouest la plus proche du futur passage sur la voie ferrée doivent présenter les hauteurs les plus hautes, pour assurer un effet d'écran. Attention, un tel écran s'appuie aussi sur la continuité du bati, mais peut crééer des ""rue en U"" ou rue ""Canyions"", qui amplifie les risques sonores"
95d3871caefe158c101a466ab9e91c5b,DU_246700488,15_246700488_orientations_amenagement_2_20260206.pdf,,occurrence_locale,zone_specifique,corrigé,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page,page 374,"OAP Communale ""COMMUNE DE REICHSTETT : « SECTEUR NORD »""","un système de voiries apaisées sera mis en place et participera à l'atténuation des nuisances sonores liées à la RD 63 dans ce secteur. D'autre part, afin de limiter les impacts négatifs, on pourra agir sur la composition globale (maillage des voies, ouvertures et fermetures visuelles, ...), les formes urbaines (implantation du bâti, hauteur du bâti,...) cherchant dans l'ensemble à limiter la diffusion du bruit au sein du projet","- 331 - Carte n°2 :Schéma de principes - ensemble du secteur d’étude y compris la ZAC Plan Local d’Urbanisme OAP COMMUNALES SEPTEMBRE 2019 Commune de Reichstett Eurométropole de Strasbourg un système de voiries apaisées sera mis en place et participera à l'atténuation des nuisances sonores liées à la RD 63 dans ce secteur. D'autre part, afin de limiter les impacts négatifs, on pourra agir sur la composition globale (maillage des voies, ouvertures et fermetures visuelles, ...), les formes urbaines (implantation du bâti, hauteur du bâti,...) cherchant dans l'ensemble à limiter la diffusion du bruit au sein du projet bâti,...) cherchant dans l'ensemble à limiter la diffusion du bruit au sein du projet, et la programmation (localisation et répartition des différents programmes,…). Au-delà des préconisations citées ci-dessus, des dispositifs architecturaux adaptés de type façade double peau pourront être mis en pl…",forte,"Ce passage concerne directement l'aménagement urbain et la conception du bâti (formes urbaines, implantation, hauteur, maillage des voies) pour limiter la diffusion du bruit de la RD 63, ce qui relève pleinement du périmètre diagBruit. Il ne s'agit pas d'un simple renvoi au classement sonore mais de recommandations d'aménagement propres à ce secteur d'étude/ZAC. La portée est limitée à la zone du projet urbain décrite.",recommandation,opposable en compatibilité,lutte_bruit_existant,False,,corrigé,"L'OAP préconise dexu angles de limitation des nuisances : 1. Agir à la source, sur le système de voirie lié à la RD 63. 2. agir sur la composition globale (maillage des voies, ouvertures et fermetures visuelles, ...), les formes urbaines (implantation du bâti, hauteur du bâti,...) cherchant dans l'ensemble à limiter la diffusion du bruit au sein du projet"
95d3871caefe158c101a466ab9e91c5b,DU_246700488,17_246700488_orientations_amenagement_2_20260206.pdf,,occurrence_locale,zone_specifique,corrigé,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page,page 421,OAP Communale COMMUNE DE SOUFFELWEYERSHEIM : « SECTEUR D’EXTENSION OUEST RUE DE L’INDUSTRIE »,"les bâtiments devront répondre aux exigences d'isolement acoustique conformément à la réglementation en vigueur. Les protections acoustiques permettant également d'aller au-delà des exigences réglementaires sont à privilégier (double peau, protections amovibles pour les prolongements extérieurs ...)","téléphonie mobile, permettra également une meilleure insertion paysagère. Plan Local d’Urbanisme OAP COMMUNALES SEPTEMBRE 2019 Commune de Souffelweyersheim Eurométropole de Strasbourg les bâtiments devront répondre aux exigences d'isolement acoustique conformément à la réglementation en vigueur. Les protections acoustiques permettant également d'aller au-delà des exigences réglementaires sont à privilégier (double peau, protections amovibles pour les prolongements extérieurs ...) exigences d'isolement acoustique conformément à la réglementation en vigueur. Les protections acoustiques permettant également d'aller au-delà des exigences réglementaires sont à privilégier (double peau, protections amovibles pour les prolongements extérieurs ...). Le secteur étant situé à proximit…",forte,"Le passage concerne une OAP sectorielle (secteur exposé au bruit de l'autoroute et des voies ferrées) et impose une prise en compte du bruit dans l'aménagement du projet, ainsi que des protections acoustiques allant au-delà des exigences réglementaires standard (double peau, protections amovibles). Cela dépasse le simple renvoi à l'isolement acoustique réglementaire lié au classement sonore, ce qui constitue une règle autonome. La portée est limitée au secteur de l'OAP concerné, non précisé par un nom de zone réglementaire classique mais correspondant à un secteur d'aménagement spécifique.",recommandation,opposable en compatibilité,lutte_bruit_existant,False,,corrigé,"l'OAP point les sources de suisance que sont l'autoroute et la voie ferrée. ""le bruit et la qualité de l'air devront être pris en compte dans l'aménagement du projet "", ""Les protections acoustiques permettant également d'aller au-delà des exigences réglementaires sont à privilégier (double peau, protections amovibles pour les prolongements extérieurs ...)."""
95d3871caefe158c101a466ab9e91c5b,DU_246700488,19_246700488_orientations_amenagement_2_20260206.pdf,,occurrence_locale,zone_specifique,corrigé,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page,page 425,OAP Communal COMMUNE DE SOUFFELWEYERSHEIM : « SECTEUR POINTE DE LA SOUFFEL II »,"Le bruit et la qualité de l'air devront être pris en compte dans le plan d’aménagement du projet et la conception du bâtiment (volumétrie, dispersion des nuisances, protections à mettre en place, etc). Afin d'atténuer les nuisances supportées par les futurs occupants, les bâtiments devront répondre aux exigences d'isolement acoustique (double peau, protections amovibles pour les prolongements extérie","…ou locaux poubelles devront être intégrés ou couverts et traités de façon qualitative (placage en bois par exemple). Il est nécessaire de garantir un traitement qualitatif des transitions entre le parc d'activités et l'autoroute A4, ainsi qu’entre le parc d’activités et les voies de chemin de fer : Le bruit et la qualité de l'air devront être pris en compte dans le plan d’aménagement du projet et la conception du bâtiment (volumétrie, dispersion des nuisances, protections à mettre en place, etc). Afin d'atténuer les nuisances supportées par les futurs occupants, les bâtiments devront répondre aux exigences d'isolement acoustique (double peau, protections amovibles pour les prolongements extérie conception du bâtiment (volumétrie, dispersion des nuisances, protections à mettre en place, etc). Afin d'atténuer les nuisances supportées par les futurs occupants, les bâtiments devront répondre aux exigences d'isolement acoustique (double peau, protections amovibles pour les prolongements extérie…",forte,"Le passage impose la prise en compte du bruit dans le plan d'aménagement et la conception des bâtiments, et exige des exigences d'isolement acoustique renforcées (double peau, protections amovibles) pour les futurs occupants du parc d'activités - il ne s'agit pas d'un simple renvoi au classement sonore ou au PEB mais d'une règle autonome propre à ce document d'urbanisme, applicable au secteur du parc d'activités.",prescription,opposable en compatibilité,lutte_bruit_existant,False,,corrigé,"l'OAP rappelle que ""Le bruit et la qualité de l'air devront être pris en compte dans le plan d’aménagement du projet et la conception du bâtiment"" et ""Afin d'atténuer les nuisances supportées par les futurs occupants, les bâtiments devront répondre aux exigences d'isolement acoustique (double peau, protections amovibles pour les prolongements extérieurs, etc). """
95d3871caefe158c101a466ab9e91c5b,DU_246700488,1_246700488_orientations_amenagement_2_20260206.pdf,,occurrence_locale,zone_specifique,corrigé,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page,page 11,COMMUNE DE ACHENHEIM : SECTEUR EST DIT « LE HIRSCHBERG»,Le développement d’une zone d’activités le long de la RD 45 permettra de créer un écran limitant les nuisances sonores vis à vis des habitations.,…pour permettre une optimisation de la valeur d’usages des parcelles tout en réduisant les espaces délaissés. Des emplacements de stationnement en quantité suffisante (cf normes minimales de stationnement fixées par le réglement du PLU) seront à prévoir afin d’éviter l’encombrement du domaine public. Le développement d’une zone d’activités le long de la RD 45 permettra de créer un écran limitant les nuisances sonores vis à vis des habitations. Plan Local d’Urbanisme OAP COMMUNALES SEPTEMBRE 2019 Commune de Achenheim Eurométropole de Strasbourg,totale,"Le passage établit une règle d'aménagement urbain visant à protéger les habitations des nuisances sonores routières (RD 45) via le développement d'une zone d'activités faisant écran. Cela relève bien du périmètre diagBruit (aménagement urbain en lien avec des bâtiments/habitations), et non d'une simple règle d'infrastructure de transport. La règle s'applique spécifiquement au secteur le long de la RD 45 concerné par cette OAP communale, donc portée géométrique zone_specifique.",recommandation,opposable en compatibilité,lutte_bruit_existant,False,,corrigé,la zone d'activité créé devra l'etre avec l'ambition (et la preuve) qu'elle permet de proteger les habitations du bruit de la RD45
95d3871caefe158c101a466ab9e91c5b,DU_246700488,1_246700488_reglement_20260206.pdf,,occurrence_locale,zone_specifique,validé,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_reglement_20260206.pdf,alinea,"Article 15, alinéa 6",zones repérées au « règlement graphique – plan vigilance » (dépassements réglementaires de qualité de l'air et abords d'axes routiers),les espaces extérieurs situés sur la façade implantée au droit d’un axe routier repéré au « règlement graphique – plan vigilance » doivent pouvoir être fermés pour se protéger du bruit et des polluants atmosphériques,"…alité de l’air, dans les zones en dépassements réglementaires et en dépassements réglementaires potentiels, et dans les zones de surveillance aux abords des axes routiers repérées au « règlement graphique – plan vigilance », la conception des nouveaux bâtiments doit intégrer les principes suivants : les espaces extérieurs situés sur la façade implantée au droit d’un axe routier repéré au « règlement graphique – plan vigilance » doivent pouvoir être fermés pour se protéger du bruit et des polluants atmosphériques • la prise d’air du système de ventilation ne doit pas être installée sur la façade implantée au droit de l’axe routier repéré au « règlement graphique – plan vigilance ». Si toutes les façades sont implantées au droit d’axes routiers repérés, la prise d’air du système de ventilation sera installée…",forte,"Le passage impose des règles constructives (fermeture des espaces extérieurs en façade sur axe routier, ventilation filtrante) motivées à la fois par le bruit et la pollution atmosphérique, dans une zone de vigilance qualité de l'air/bruit routier distincte du classement sonore réglementaire classique. Il s'agit d'une règle autonome d'urbanisme, applicable aux bâtiments, dans une zone spécifique délimitée graphiquement (plan vigilance), donc retenue avec portée géométrique zone_specifique.",prescription,opposable en conformité,autre,False,,validé,"les prescriptions liés à la qualité de l'air permettent de se protéger du bruit en obligean les espaces exterieurs des façades (balcon, avancé de fenetres) à pouvoir etre fermés"
95d3871caefe158c101a466ab9e91c5b,DU_246700488,21_246700488_orientations_amenagement_2_20260206.pdf,,occurrence_locale,zone_specifique,corrigé,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page,page 440,OAP Communale COMMUNE DE STRASBOURG : « SECTEUR ETOILE »,Protection du cœur d'îlot contre le bruit (par la continuité du front bâti au Nord).,"…r des îlots fondés sur une construction côté rue et une préservation marquée des cœurs d'îlots. Les secteurs Schwanau et Lombardie devront permettre la continuité urbaine avec le tissu existant du quartier de Neudorf, aussi bien le long de l'Avenue Jean Jaurès que vers les rues de Nomeny et du Grand Protection du cœur d'îlot contre le bruit (par la continuité du front bâti au Nord). permettant la double orientation Nord et Sud ; à l'Est et à l'Ouest la simple orientation sera permise). Cette transition du tissu urbain sera permise par la diminution progressive des hauteurs entre les bâtiments côté centre-ville (R+5, R+7) et ceux côté Neudorf (R+2, R+4). Les hauteurs à l'acrotèr…",totale,"Le passage impose un principe d'aménagement explicite de protection du cœur d'îlot contre le bruit, à obtenir par la continuité du front bâti au Nord dans le secteur Lombardie. C'est une règle d'urbanisme autonome liée au bruit, concernant l'implantation du bâti, donc bien dans le périmètre diagBruit.",prescription,opposable en compatibilité,autre,False,,corrigé,la contruction en ilot vise notamment à lutter contre le bruit et offrir des façades calmes
